,name_used,summary
motherwort herb,motherwort herb,"Leonurus cardiaca, known as motherwort, is an herbaceous perennial plant in the mint family, Lamiaceae. Other common names include throw-wort, lion's ear, and lion's tail. Lion's tail also being a common name for Leonotis leonurus, and lion's ear, a common name for Leonotis nepetifolia. Originally from Central Asia and southeastern Europe, it is now found worldwide, spread largely due to its use as a herbal remedy."
mudan peony bark,Paeonia suffruticosa,"Paeonia suffruticosa is a name used for a group of culture varieties of tree peonies that are the result of hybridisation with species exclusively belonging to the subsection Vaginatae. The common name used in China is mǔdān (Chinese: 牡丹). Plants belonging to this group have been cultivated for millennia in China, initially only as a source of traditional Chinese medicine particularly the skin of its roots (牡丹皮; mǔdān pí). Already early on the plant was also cultivated for its ornamental value, and it is highly revered in Chinese culture."
mulberry bark,Paper mulberry,"The paper mulberry (Broussonetia papyrifera, syn. Morus papyrifera L.) is a species of flowering plant in the family Moraceae.  It is native to Asia, where its range includes China, Japan, Korea, Indochina, Burma, and India. It is widely cultivated elsewhere and it grows as an introduced species in parts of Europe, the United States, and Africa. Other common names include tapa cloth tree."
mulberry fruit,mulberry fruit,"Morus, a genus of flowering plants in the family Moraceae, comprises 10–16 species of deciduous trees commonly known as mulberries, growing wild and under cultivation in many temperate world regions.The closely related genus Broussonetia is also commonly known as mulberry, notably the paper mulberry, Broussonetia papyrifera.Mulberries are fast-growing when young, but soon become slow-growing and rarely exceed 10–15 m (30–50 ft) tall.
The leaves are alternately arranged, simple, and often lobed and serrated on the margin.
Lobes are more common on juvenile shoots than on mature trees.
The trees can be monoecious or dioecious.
Immature fruits are white, green, or pale yellow.
In most species, the fruit turn pink and then red while ripening, then dark purple or black, and have a sweet flavor when fully ripe.
The fruit of the white-fruited cultivar are white when ripe; the fruit of this cultivar are also sweet, but have a mild flavor compared with darker varieties."
mulberry leaf,mulberry leaf,"Morus, a genus of flowering plants in the family Moraceae, comprises 10–16 species of deciduous trees commonly known as mulberries, growing wild and under cultivation in many temperate world regions.The closely related genus Broussonetia is also commonly known as mulberry, notably the paper mulberry, Broussonetia papyrifera.Mulberries are fast-growing when young, but soon become slow-growing and rarely exceed 10–15 m (30–50 ft) tall.
The leaves are alternately arranged, simple, and often lobed and serrated on the margin.
Lobes are more common on juvenile shoots than on mature trees.
The trees can be monoecious or dioecious.
Immature fruits are white, green, or pale yellow.
In most species, the fruit turn pink and then red while ripening, then dark purple or black, and have a sweet flavor when fully ripe.
The fruit of the white-fruited cultivar are white when ripe; the fruit of this cultivar are also sweet, but have a mild flavor compared with darker varieties."
mulberry twig,Ficus sycomorus,"Ficus sycomorus, called the sycamore fig or the fig-mulberry (because the leaves resemble those of the mulberry), sycamore, or sycomore, is a fig species that has been cultivated since ancient times.
The term sycamore spelled with an A has also been used for unrelated trees: the Great Maple, Acer pseudoplatanus, or plane trees, Platanus. The spelling  ""sycomore"", with an O rather than an A as the second vowel is, if used, specific to Ficus sycomorus."
mung bean,mung bean,"The mung bean (Vigna radiata), alternatively known as the green gram, maash, or moong (Sanskrit मुद्ग mudga; Persian: ماش),  is a plant species in the legume family. The mung bean is mainly cultivated in East Asia, Southeast Asia and Indian subcontinent. It is used as an ingredient in both savory and sweet dishes."
muskmelon base,muskmelon base,"Muskmelon (Cucumis melo) is a species of melon that has been developed into many cultivated varieties. These include smooth-skinned varieties such as honeydew, Crenshaw, and casaba, and different netted cultivars (cantaloupe, Persian melon, and Santa Claus or Christmas melon). The large number of cultivars in this species approaches that found in wild cabbage, though morphological variation is not as extensive.  It is a fruit of a type called pepo.
The origin of muskmelons is not known. Research has revealed that seeds and rootstocks were among the goods traded along the caravan routes of the Ancient World. Some botanists consider muskmelons native to the Levant and Egypt, while others place their origin in India or Central Asia. Still others support an African origin, and in modern times wild muskmelons can still be found in some  African countries."
muskmelon seed,muskmelon seed,"Muskmelon (Cucumis melo) is a species of melon that has been developed into many cultivated varieties. These include smooth-skinned varieties such as honeydew, Crenshaw, and casaba, and different netted cultivars (cantaloupe, Persian melon, and Santa Claus or Christmas melon). The large number of cultivars in this species approaches that found in wild cabbage, though morphological variation is not as extensive.  It is a fruit of a type called pepo.
The origin of muskmelons is not known. Research has revealed that seeds and rootstocks were among the goods traded along the caravan routes of the Ancient World. Some botanists consider muskmelons native to the Levant and Egypt, while others place their origin in India or Central Asia. Still others support an African origin, and in modern times wild muskmelons can still be found in some  African countries."
mustard seed,mustard seed,"Mustard seeds are the small round seeds of various mustard plants. The seeds are usually about 1 to 2 millimetres (0.039 to 0.079 in) in diameter and may be colored from yellowish white to black. They are an important spice in many regional foods and may come from one of three different plants: black mustard (Brassica nigra), brown Indian mustard (B. juncea), or white/yellow mustard (B. hirta/Sinapis alba).
Grinding and mixing the seeds with water, vinegar or other liquids creates the yellow condiment known as prepared mustard."
