,name_used,summary
Radix chuanxiong；Rhizoma Chuanxiong,Gou pi gao,"Gou Pi Gao, translated word for word, literally means dog skin plaster, which is indicative of its history.Gou Pi Gao was traditionally literally a dog skin plaster, with herbal medicines smeared onto a dog skin.
In addition, modern chemicals are often added to the adhesive ""herbal"" mixture on the plaster, including ingredients such as menthol and camphor.Gou Pi Gao can be used to treat primarily muscle and tendon pains, caused by muscle sprains, tears, rheumatism, tendinitis and various other conditions.
The adhesive plaster is applied to the area in pain, and left on for 3–5 hours (preferably with heat treatment in order to increase the medicine's effectiveness).
Afterwards, it is removed, and the skin is left to rest for 2–3 hours, after which the Gou Pi Gao is reapplied.
Certain medical conditions, such as pregnancy, may result in a higher risk factor in taking the medicine, and one should contact his/her doctor to prevent the risk of complications."
Radix et Rhizoma Notopterygii,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Radix et Rhizoma Rhei,Gou pi gao,"Gou Pi Gao, translated word for word, literally means dog skin plaster, which is indicative of its history.Gou Pi Gao was traditionally literally a dog skin plaster, with herbal medicines smeared onto a dog skin.
In addition, modern chemicals are often added to the adhesive ""herbal"" mixture on the plaster, including ingredients such as menthol and camphor.Gou Pi Gao can be used to treat primarily muscle and tendon pains, caused by muscle sprains, tears, rheumatism, tendinitis and various other conditions.
The adhesive plaster is applied to the area in pain, and left on for 3–5 hours (preferably with heat treatment in order to increase the medicine's effectiveness).
Afterwards, it is removed, and the skin is left to rest for 2–3 hours, after which the Gou Pi Gao is reapplied.
Certain medical conditions, such as pregnancy, may result in a higher risk factor in taking the medicine, and one should contact his/her doctor to prevent the risk of complications."
Ramulus Mori,Yatra (2007 film),"Yatra on IMDbDasrath Joglekar (Nana Patekar), a celebrated writer, travels to New Delhi to receive the prestigious 'Sahitya Sanmaan' Literary Award.
During the journey he meets a young film maker Mohan (Nakul Vaid), an ardent fan of Dasrath's writing and the encounter brings back memories from the past.
Is this fact or is it fiction, created by filmmaker Mohan for his forthcoming film called Janaaza?""Aap Toh Mere Hi Khwaabon Mein Sada Aaya Kare"" - Udit Narayan, Alka Yagnik Music: Khayyam
""Mori Ankhiyaan Dhoond Rahi"" - Subhra Guha Music: Goutam Ghose
""Kabhi Aar Kabhi Paar (Remix)"" - Jojo Music arranged by: Goutam Ghose
""Kabhi Aar Kabhi Paar"" - Jojo Music arranged by: Goutam Ghose
""Dareja Dareja"" - Subhra Guha Music: Goutam Ghose
""Jaao Ji Karo Na Jhoothi Batiyaan"" - Subhra Guha Music: Goutam Ghose
""Tadpe Bin Baalam"" - Subhra Guha Music: Goutam Ghose"
Ramulus Uncariae cum Uncis,Yokukansan,"Yokukansan　(Japanese name) is a medicine inspired by the original Chinese formulation Yi-Gan San.  Both of them use the same characters, 抑肝散, they are traditional Asian herbal medicines. Yokukansan (YKS) contains an exactly measured mixture of dried herbs, 4 g of Atractylodis lanceae rhizoma (蒼朮), 4 g of Poria (伏苓), 3 g of Cnidii rhizoma (川芎), 3 g of Angelicae radix (当帰), 2 g of Bupleuri radix (柴胡), 1.5 g of Glycyrrhizae radix (甘草), and 3 g of Uncariae uncis cum ramulus (釣藤鈎).The original Chinese formula was first described in 保嬰撮要Kampo herb list
Kampo list"
Rhizoma Alismatis,Rhizoma Alismatis,"Alisma plantago-aquatica, also known as European water-plantain, common water-plantain or mad-dog weed, is a perennial flowering aquatic plant widespread across most of Europe and Asia from Portugal and Morocco to Japan, Kamchatka and Vietnam.
It is found on mud or in fresh waters.Chemical constituents of Rhizoma Alismatis—rhizomes of Alisma orientale (syn.
The content of these two compounds are significantly different in Rhizoma Alismatis of different areas.Media related to Alisma plantago-aquatica at Wikimedia Commons
line drawing from Flora of Pakistan, Alisma plantago-aquatica
Kew Royal Botanic Gardens, London, Alisma plantago-aquatica (common water-plantain)
Le Jardin du Pic Vert, Plantain d'eau, Alisma plantago-aquatica
[...] Since this species is often confounded or identified with others of the genus, the reported data may also refer to [Alisma orientale or Alisma lanceolatum].”  Indeed, Alisma plantago-aquatica is also known as mad-dog weed, as if it could be used to cure rabies.
Alisma orientale is sometimes treated as a variety of this species (Alisma plantago-aquatica var."
Rhizoma Arisaematis,Rhizoma Arisaematis,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Rhizoma Atractylodis,Rhizoma Atractylodis,"Yokukansan　(Japanese name) is a medicine inspired by the original Chinese formulation Yi-Gan San.  Both of them use the same characters, 抑肝散, they are traditional Asian herbal medicines. Yokukansan (YKS) contains an exactly measured mixture of dried herbs, 4 g of Atractylodis lanceae rhizoma (蒼朮), 4 g of Poria (伏苓), 3 g of Cnidii rhizoma (川芎), 3 g of Angelicae radix (当帰), 2 g of Bupleuri radix (柴胡), 1.5 g of Glycyrrhizae radix (甘草), and 3 g of Uncariae uncis cum ramulus (釣藤鈎).The original Chinese formula was first described in 保嬰撮要Kampo herb list
Kampo list"
Rhizoma Atractylodis macrocephalae,Fuzi Lizhong Wan,"Fuzi Lizhong Wan (Chinese: 附子理中丸) is a brownish-black pill used in Traditional Chinese medicine to ""warm and reinforce the spleen and the stomach"". It is slightly aromatic, and it tastes pungent and slightly sweet. It is used where there is ""deficiency-cold syndrome of the spleen and stomach marked by cold sensation and pain in the epigastrium, vomiting, diarrhea and cold extremities"".[1], Fu Zi (Radix Aconiti Lateralis Praeparata)Chinese classic herbal formula
Bu Zhong Yi Qi Wan
Aconitum carmichaelii"
Rhizoma Cimicifugae,Rhizoma Cimicifugae,"Cimicifuga (bugbane or cohosh) was a genus of between 12-18 species of flowering plants belonging to the family Ranunculaceae, native to temperate regions of the Northern Hemisphere.
The genus is now generally included in Actaea.
The name Cimicifuga means 'bedbug repeller'.Flora of North America: Cimicifuga
Flora of China: Cimicifuga
The Plant List: ""Actaea""Cimicifuga americana
Cimicifuga arizonica
Cimicifuga biternata
Cimicifuga brachycarpa
Cimicifuga dahurica - Sheng ma in Chinese (Chinese: 升麻; pinyin: Sheng ma)
Cimicifuga elata
Cimicifuga europaea
Cimicifuga foetida
Cimicifuga heracleifolia - both used in TCM as Sheng ma in Chinese (Chinese: 升麻; pinyin: Sheng ma)
Cimicifuga japonica
Cimicifuga laciniata
Cimicifuga nanchuanensis
Cimicifuga racemosa
Cimicifuga rubifolia
Cimicifuga simplex
Cimicifuga yunnanensis
Cimicifugae rhizoma - pharmacological term in herbal medicine (Cimicifuga/Actea root), translated as Sheng ma, Chinese herb"
Rhizoma Coptidis,Palmatine,"Palmatine is a protoberberine alkaloid found in several plants including Phellodendron amurense, Rhizoma coptidis/Coptis Chinensis and Corydalis yanhusuo.It is the major component of the protoberberine extract from Enantia chlorantha.It has been studied for its potential use in the treatment of jaundice, dysentery, hypertension, inflammation, and liver-related diseases.  This compound also has weak in vitro activity against flavivirus.

Berberine
Jatrorrhizine
Phellodendrine"
Rhizoma Corydalis,List of kampo herbs,"In 1967, the Japanese Ministry of Health, Labour and Welfare approved four kampo medicines for reimbursement under the National Health Insurance (NHI) program.
In 1976, 82 kampo medicines were approved by the Ministry of Health, Labour and Welfare.
Currently, 148 kampo medicines are approved for reimbursement.
The 14th edition of the Japanese Pharmacopoeia (JP) (日本薬局方 Nihon yakkyokuhō) lists 165 herbal ingredients that are approved to be used in kampo remedies.
The most common herb  is Glycyrrhizae Radix (Chinese liquorice root).
Other common herbs are Zingiberis Rhizoma (ginger) (51 of 128 formulae) and Paeoniae Radix (Chinese peony root) (44 of 128 formulae).
""庶"" is usually substituted in Chinese and Japanese.
""梨"" or ""藜"" is usually substituted in Japanese.
The ""勿"" in ""藜"" should be replaced with ""刂"".The World of KampoTsumura Herb Handbook (in Japanese)
(ISBN 0-939616-42-4) Eastland Press Herb List Arranged by Pinyin
""Learner's Disney Character Dictionary of Chinese Medicine""Kampo list
Chinese classic herbal formula"
Rhizoma Cyperi,Wuji Baifeng Wan,"Wuji Baifeng Wan  (simplified Chinese: 乌鸡白凤丸; traditional Chinese: 烏雞白鳳丸) is a blackish-brown pill used in Traditional Chinese medicine to ""replenish qi and blood , regulate menstruation and arrest excessive leukorrhea"". It is slightly aromatic and tastes sweet and slightly bitter. It is used where there is ""deficiency of both qi and blood marked by emaciation and general feebleness, aching and limpness of loins and knees, disorders of menstruation with abnormal uterine bleeding and excessive leukorrhea"". The binding agent of the pill is honey.  Wuji Baifeng Wan translates to: Black  Chicken White Phoenix Pill.Chinese classic herbal formula
Bu Zhong Yi Qi Wan"
